# /lateral_thrust/recceipt_time, /lateral_thrust/data, /thrust/recceipt_time, /thrust/data, /vertical_thrust/recceipt_time, /vertical_thrust/data, /number_tags/recceipt_time, /number_tags/data, /ring_pos/recceipt_time, /ring_pos/position/x, /ring_pos/recceipt_time, /ring_pos/position/y, /ring_pos/recceipt_time, /ring_pos/position/z, /ground_truth/state/recceipt_time, /ground_truth/state/pose/pose/position/x, /ground_truth/state/recceipt_time, /ground_truth/state/pose/pose/position/y, /ground_truth/state/recceipt_time, /ground_truth/state/pose/pose/position/z, /nav_controller/angle/recceipt_time, /nav_controller/angle/z, /nav_controller/angle/recceipt_time, /nav_controller/angle/y, /nav_controller/angle/recceipt_time, /nav_controller/angle/x, /yaw/recceipt_time, /yaw/data, /roll/recceipt_time, /roll/data, /pitch/recceipt_time, /pitch/data
1612188245.4158155918, -0.11985253519814842438, 1612188245.4173240662, 0.23692605329632196454, 1612188245.4173505306, -0.00047601714103165382319, 1612188245.4270281792, 4, 1612188245.4278011322, -0.49938575523545114532, 1612188245.4278011322, 1.187232626543137215, 1612188245.4278011322, 0.12354661129048474799, 1612188245.4314055443, 0.50000000005178746321, 1612188245.4314055443, 1.0000000167252318661, 1612188245.4314055443, -0.58263596669067629907, 1612188245.4322218895, 1.5677000003787535665, 1612188245.4322218895, -0.011828631881831079553, 1612188245.4322218895, -1.0897328203782021693e-10, , , , , , 
1612188245.941182375, -0.11985243313774729401, 1612188245.9408340454, 0.23687991455379844852, 1612188245.9408156872, 0.0025159181952543394067, 1612188245.7598075867, 4, 1612188245.7603185177, -0.49938562402499980797, 1612188245.7603185177, 1.1871759223796440885, 1612188245.7603185177, 0.11922926133318953457, 1612188245.4912011623, 0.50000000004719480362, 1612188245.4912011623, 1.0000000152421602007, 1612188245.4912011623, -0.58365827057644004139, 1612188245.4915831089, 1.5677000003805328099, 1612188245.4915831089, -0.011699579140927725968, 1612188245.4915831089, -1.0658586701804312508e-10, , , , , , 
1612188246.3410139084, -0.11985245953892581516, 1612188246.3406825066, 0.23689195744826985202, 1612188246.3408930302, 0.0042631766510628013589, 1612188246.0818226337, 4, 1612188246.0849609375, -0.49938546994080729169, 1612188246.0849609375, 1.1871122614780234006, 1612188246.0849609375, 0.1148593371972521926, 1612188245.5533256531, 0.50000000004261913045, 1612188245.5533256531, 1.0000000137646265497, 1612188245.5533256531, -0.58468254709873523911, 1612188245.553630352, 1.567700000382295844, 1612188245.553630352, -0.011567681878584833155, 1612188245.553630352, -1.0420791156199248965e-10, , , , , , 
1612188246.7710821629, -0.11985230441323646566, 1612188246.7710597515, 0.23682980107755269295, 1612188246.7710926533, 0.0073935754022830188492, 1612188246.3924136162, 4, 1612188246.3964731693, -0.49938529700898687258, 1612188246.3964731693, 1.1870429702409106554, 1612188246.3964731693, 0.11044262467298562869, 1612188245.6976041794, 0.50000000003806532867, 1612188245.6976041794, 1.0000000122941390401, 1612188245.6976041794, -0.58570875585000614638, 1612188245.6976296902, 1.5677000003840422249, 1612188245.6976296902, -0.011433121414053700263, 1612188245.6976296902, -1.018421536404041377e-10, , , , , , 
1612188247.4047291279, -0.11985235257420577548, 1612188247.4037983418, 0.23684847887609417061, 1612188247.4043159485, 0.0092242333777603768841, 1612188246.7294998169, 4, 1612188246.7295160294, -0.49938510953064868536, 1612188246.7295160294, 1.1869694347882309149, 1612188246.7295160294, 0.10598475990283429127, 1612188245.7562844753, 0.50000000003353783917, 1612188245.7562844753, 1.0000000108321849268, 1612188245.7562844753, -0.58673685725049606887, 1612188245.7563285828, 1.5677000003857728405, 1612188245.7563285828, -0.011296080524196365144, 1612188245.7563285828, -9.9491293003644907112e-11, , , , , , 
1612188247.8290829659, -0.11985231190524986422, 1612188247.828291893, 0.2368318286827526542, 1612188247.8283083439, 0.011300623086983242749, 1612188247.1736102104, 4, 1612188247.1739878654, -0.49938491190400940978, 1612188247.1739878654, 1.1868930693439545543, 1612188247.1739878654, 0.10149119438944861904, 1612188245.8187043667, 0.50000000002904143592, 1612188245.8187043667, 1.0000000093802314804, 1612188245.8187043667, -0.5877668125312858205, 1612188245.8189413548, 1.5677000003874883571, 1612188245.8189413548, -0.011156743215140743977, 1612188245.8189413548, -9.7158000723591917884e-11, , , , , , 
1612188248.2308373451, -0.11985213762586201247, 1612188248.2299940586, 0.23676486008012587181, 1612188248.2300214767, 0.014557665797012182829, 1612188247.5107433796, 4, 1612188247.5172045231, -0.49938470857324873675, 1612188247.5172045231, 1.1868152855241473898, 1612188247.5172045231, 0.096967158724667823488, 1612188245.9609720707, 0.50000000002458055981, 1612188245.9609720707, 1.000000007939722213, 1612188245.9609720707, -0.58879858371767923586, 1612188245.9612500668, 1.5677000003891885527, 1612188245.9612500668, -0.01101529449459772575, 1612188245.9612500668, -9.4844891436923770755e-11, , , , , , 
1612188248.7502789497, -0.1198521976489221319, 1612188248.7499785423, 0.23678680319397163445, 1612188248.7539830208, 0.016465873680839022974, 1612188247.8388221264, 4, 1612188247.8417136669, -0.49938450392493966001, 1612188247.8417136669, 1.1867374632318288263, 1612188247.8417136669, 0.092417626355948911954, 1612188246.0180196762, 0.50000000002015965173, 1612188246.0180196762, 1.0000000065120777659, 1612188246.0180196762, -0.58983213361292885502, 1612188246.018039465, 1.567700000390872539, 1612188246.018039465, -0.01087192014510184393, 1612188246.018039465, -9.2554528550667145195e-11, , , , , , 
1612188249.2803721428, -0.11985204587775817597, 1612188249.2790548801, 0.23672774756169961963, 1612188249.2790763378, 0.019779784766931658713, 1612188248.1526589394, 4, 1612188248.1565737724, -0.49938430218522106285, 1612188248.1565737724, 1.1866609236761316293, 1612188248.1565737724, 0.087847278729583644363, 1612188246.0699114799, 0.5000000000157828195, 1612188246.0699114799, 1.0000000050986919131, 1612188246.0699114799, -0.5908674257822958964, 1612188246.0712790489, 1.5677000003925416483, 1612188246.0712790489, -0.010726806498433537687, 1612188246.0712790489, -9.0289440724324974019e-11, , , , , , 
1612188250.1293330193, -0.11985210154010447758, 1612188250.1292951107, 0.23674797977892445, 1612188250.1293201447, 0.021724050794230669037, 1612188248.4820239544, 4, 1612188248.4828686714, -0.49938410734021915216, 1612188248.4828686714, 1.1865869049828914328, 1612188248.4828686714, 0.083260472688330366964, 1612188246.2201871872, 0.50000000001145417095, 1612188246.2201871872, 1.0000000037009313392, 1612188246.2201871872, -0.59190442453743641327, 1612188246.2207496166, 1.5677000003941956585, 1612188246.2207496166, -0.010580140211477470982, 1612188246.2207496166, -8.8052098451233375075e-11, , , , , , 
